,sample_name,wells,max_OD,growth_rate,doubling_time,ttr_maxOD,mid_log,ttr_mid_log,plate_id
0,1U,"['A1', 'A2', 'A3']",1202574.3333333333,17.49106666699957,0.05717204210802661,175.0,1154139.3333333333,46.666666666666664,Plate 1
1,5U,"['B1', 'B2', 'B3']",1297617.3333333333,8.359815335876801,0.11961986716481904,176.16666666666666,1078349.0,9.333333333333334,Plate 1
2,10U,"['C1', 'C2', 'C3']",1179099.3333333333,9.261587682516268,0.10797284809901096,179.66666666666666,1031440.0,9.333333333333334,Plate 1
